0.0,	0.499992370489,	0.499992370489,	1.0
0.00392156862745,	0.492042420081,	0.492042420081,	0.992050049592
0.0078431372549,	0.484107728695,	0.484107728695,	0.984115358206
0.0117647058824,	0.476173037308,	0.476173037308,	0.976180666819
0.0156862745098,	0.468238345922,	0.468238345922,	0.968245975433
0.0196078431373,	0.460303654536,	0.460303654536,	0.960311284047
0.0235294117647,	0.452368963149,	0.452368963149,	0.95237659266
0.0274509803922,	0.444434271763,	0.444434271763,	0.944441901274
0.0313725490196,	0.436499580377,	0.436499580377,	0.936507209888
0.0352941176471,	0.428564888991,	0.428564888991,	0.928572518502
0.0392156862745,	0.420614938582,	0.420614938582,	0.920622568093
0.043137254902,	0.412680247196,	0.412680247196,	0.912687876707
0.0470588235294,	0.40474555581,	0.40474555581,	0.904753185321
0.0509803921569,	0.396810864424,	0.396810864424,	0.896818493935
0.0549019607843,	0.388876173037,	0.388876173037,	0.888883802548
0.0588235294118,	0.380941481651,	0.380941481651,	0.880949111162
0.0627450980392,	0.373006790265,	0.373006790265,	0.873014419776
0.0666666666667,	0.365072098878,	0.365072098878,	0.865079728389
0.0705882352941,	0.357137407492,	0.357137407492,	0.857145037003
0.0745098039216,	0.349187457084,	0.349187457084,	0.849195086595
0.078431372549,	0.341252765698,	0.341252765698,	0.841260395209
0.0823529411765,	0.333318074311,	0.333318074311,	0.833325703822
0.0862745098039,	0.325383382925,	0.325383382925,	0.825391012436
0.0901960784314,	0.317448691539,	0.317448691539,	0.81745632105
0.0941176470588,	0.309514000153,	0.309514000153,	0.809521629664
0.0980392156863,	0.301579308766,	0.301579308766,	0.801586938277
0.101960784314,	0.29364461738,	0.29364461738,	0.793652246891
0.105882352941,	0.285709925994,	0.285709925994,	0.785717555505
0.109803921569,	0.277759975586,	0.277759975586,	0.777767605097
0.113725490196,	0.269825284199,	0.269825284199,	0.76983291371
0.117647058824,	0.261890592813,	0.261890592813,	0.761898222324
0.121568627451,	0.253955901427,	0.253955901427,	0.753963530938
0.125490196078,	0.24602121004,	0.24602121004,	0.746028839551
0.129411764706,	0.238086518654,	0.238086518654,	0.738094148165
0.133333333333,	0.230151827268,	0.230151827268,	0.730159456779
0.137254901961,	0.222217135882,	0.222217135882,	0.722224765393
0.141176470588,	0.214282444495,	0.214282444495,	0.714290074006
0.145098039216,	0.206332494087,	0.206332494087,	0.706340123598
0.149019607843,	0.198397802701,	0.198397802701,	0.698405432212
0.152941176471,	0.190463111315,	0.190463111315,	0.690470740826
0.156862745098,	0.182528419928,	0.182528419928,	0.682536049439
0.160784313725,	0.174593728542,	0.174593728542,	0.674601358053
0.164705882353,	0.166659037156,	0.166659037156,	0.666666666667
0.16862745098,	0.158724345769,	0.158724345769,	0.65873197528
0.172549019608,	0.150789654383,	0.150789654383,	0.650797283894
0.176470588235,	0.142854962997,	0.142854962997,	0.642862592508
0.180392156863,	0.134905012589,	0.134905012589,	0.6349126421
0.18431372549,	0.126970321202,	0.126970321202,	0.626977950713
0.188235294118,	0.119035629816,	0.119035629816,	0.619043259327
0.192156862745,	0.11110093843,	0.11110093843,	0.611108567941
0.196078431373,	0.103166247044,	0.103166247044,	0.603173876555
0.2,	0.0952315556573,	0.0952315556573,	0.595239185168
0.203921568627,	0.087296864271,	0.087296864271,	0.587304493782
0.207843137255,	0.0793621728847,	0.0793621728847,	0.579369802396
0.211764705882,	0.0714274814984,	0.0714274814984,	0.571435111009
0.21568627451,	0.0634775310903,	0.0634775310903,	0.563485160601
0.219607843137,	0.055542839704,	0.055542839704,	0.555550469215
0.223529411765,	0.0476081483177,	0.0476081483177,	0.547615777829
0.227450980392,	0.0396734569314,	0.0396734569314,	0.539681086442
0.23137254902,	0.0317387655451,	0.0317387655451,	0.531746395056
0.235294117647,	0.0238040741588,	0.0238040741588,	0.52381170367
0.239215686275,	0.0158693827726,	0.0158693827726,	0.515877012284
0.243137254902,	0.00793469138628,	0.00793469138628,	0.507942320897
0.247058823529,	0.0,	0.0,	0.500007629511
0.250980392157,	0.0,	0.0,	0.499992370489
0.254901960784,	0.0,	0.0,	0.492042420081
0.258823529412,	0.0,	0.0,	0.484107728695
0.262745098039,	0.0,	0.0,	0.476173037308
0.266666666667,	0.0,	0.0,	0.468238345922
0.270588235294,	0.0,	0.0,	0.460303654536
0.274509803922,	0.0,	0.0,	0.452368963149
0.278431372549,	0.0,	0.0,	0.444434271763
0.282352941176,	0.0,	0.0,	0.436499580377
0.286274509804,	0.0,	0.0,	0.428564888991
0.290196078431,	0.0,	0.0,	0.420614938582
0.294117647059,	0.0,	0.0,	0.412680247196
0.298039215686,	0.0,	0.0,	0.40474555581
0.301960784314,	0.0,	0.0,	0.396810864424
0.305882352941,	0.0,	0.0,	0.388876173037
0.309803921569,	0.0,	0.0,	0.380941481651
0.313725490196,	0.0,	0.0,	0.373006790265
0.317647058824,	0.0,	0.0,	0.365072098878
0.321568627451,	0.0,	0.0,	0.357137407492
0.325490196078,	0.0,	0.0,	0.349187457084
0.329411764706,	0.0,	0.0,	0.341252765698
0.333333333333,	0.0,	0.0,	0.333318074311
0.337254901961,	0.0,	0.0,	0.325383382925
0.341176470588,	0.0,	0.0,	0.317448691539
0.345098039216,	0.0,	0.0,	0.309514000153
0.349019607843,	0.0,	0.0,	0.301579308766
0.352941176471,	0.0,	0.0,	0.29364461738
0.356862745098,	0.0,	0.0,	0.285709925994
0.360784313725,	0.0,	0.0,	0.277759975586
0.364705882353,	0.0,	0.0,	0.269825284199
0.36862745098,	0.0,	0.0,	0.261890592813
0.372549019608,	0.0,	0.0,	0.253955901427
0.376470588235,	0.0,	0.0,	0.24602121004
0.380392156863,	0.0,	0.0,	0.238086518654
0.38431372549,	0.0,	0.0,	0.230151827268
0.388235294118,	0.0,	0.0,	0.222217135882
0.392156862745,	0.0,	0.0,	0.214282444495
0.396078431373,	0.0,	0.0,	0.206332494087
0.4,	0.0,	0.0,	0.198397802701
0.403921568627,	0.0,	0.0,	0.190463111315
0.407843137255,	0.0,	0.0,	0.182528419928
0.411764705882,	0.0,	0.0,	0.174593728542
0.41568627451,	0.0,	0.0,	0.166659037156
0.419607843137,	0.0,	0.0,	0.158724345769
0.423529411765,	0.0,	0.0,	0.150789654383
0.427450980392,	0.0,	0.0,	0.142854962997
0.43137254902,	0.0,	0.0,	0.134905012589
0.435294117647,	0.0,	0.0,	0.126970321202
0.439215686275,	0.0,	0.0,	0.119035629816
0.443137254902,	0.0,	0.0,	0.11110093843
0.447058823529,	0.0,	0.0,	0.103166247044
0.450980392157,	0.0,	0.0,	0.0952315556573
0.454901960784,	0.0,	0.0,	0.087296864271
0.458823529412,	0.0,	0.0,	0.0793621728847
0.462745098039,	0.0,	0.0,	0.0714274814984
0.466666666667,	0.0,	0.0,	0.0634775310903
0.470588235294,	0.0,	0.0,	0.055542839704
0.474509803922,	0.0,	0.0,	0.0476081483177
0.478431372549,	0.0,	0.0,	0.0396734569314
0.482352941176,	0.0,	0.0,	0.0317387655451
0.486274509804,	0.0,	0.0,	0.0238040741588
0.490196078431,	0.0,	0.0,	0.0158693827726
0.494117647059,	0.0,	0.0,	0.00793469138628
0.498039215686,	0.0,	0.0,	0.0
0.501960784314,	0.0,	0.0,	0.0
0.505882352941,	0.00793469138628,	0.0,	0.0
0.509803921569,	0.0158693827726,	0.0,	0.0
0.513725490196,	0.0238040741588,	0.0,	0.0
0.517647058824,	0.0317387655451,	0.0,	0.0
0.521568627451,	0.0396734569314,	0.0,	0.0
0.525490196078,	0.0476081483177,	0.0,	0.0
0.529411764706,	0.055542839704,	0.0,	0.0
0.533333333333,	0.0634775310903,	0.0,	0.0
0.537254901961,	0.0714274814984,	0.0,	0.0
0.541176470588,	0.0793621728847,	0.0,	0.0
0.545098039216,	0.087296864271,	0.0,	0.0
0.549019607843,	0.0952315556573,	0.0,	0.0
0.552941176471,	0.103166247044,	0.0,	0.0
0.556862745098,	0.11110093843,	0.0,	0.0
0.560784313725,	0.119035629816,	0.0,	0.0
0.564705882353,	0.126970321202,	0.0,	0.0
0.56862745098,	0.134905012589,	0.0,	0.0
0.572549019608,	0.142854962997,	0.0,	0.0
0.576470588235,	0.150789654383,	0.0,	0.0
0.580392156863,	0.158724345769,	0.0,	0.0
0.58431372549,	0.166659037156,	0.0,	0.0
0.588235294118,	0.174593728542,	0.0,	0.0
0.592156862745,	0.182528419928,	0.0,	0.0
0.596078431373,	0.190463111315,	0.0,	0.0
0.6,	0.198397802701,	0.0,	0.0
0.603921568627,	0.206332494087,	0.0,	0.0
0.607843137255,	0.214282444495,	0.0,	0.0
0.611764705882,	0.222217135882,	0.0,	0.0
0.61568627451,	0.230151827268,	0.0,	0.0
0.619607843137,	0.238086518654,	0.0,	0.0
0.623529411765,	0.24602121004,	0.0,	0.0
0.627450980392,	0.253955901427,	0.0,	0.0
0.63137254902,	0.261890592813,	0.0,	0.0
0.635294117647,	0.269825284199,	0.0,	0.0
0.639215686275,	0.277759975586,	0.0,	0.0
0.643137254902,	0.285709925994,	0.0,	0.0
0.647058823529,	0.29364461738,	0.0,	0.0
0.650980392157,	0.301579308766,	0.0,	0.0
0.654901960784,	0.309514000153,	0.0,	0.0
0.658823529412,	0.317448691539,	0.0,	0.0
0.662745098039,	0.325383382925,	0.0,	0.0
0.666666666667,	0.333318074311,	0.0,	0.0
0.670588235294,	0.341252765698,	0.0,	0.0
0.674509803922,	0.349187457084,	0.0,	0.0
0.678431372549,	0.357137407492,	0.0,	0.0
0.682352941176,	0.365072098878,	0.0,	0.0
0.686274509804,	0.373006790265,	0.0,	0.0
0.690196078431,	0.380941481651,	0.0,	0.0
0.694117647059,	0.388876173037,	0.0,	0.0
0.698039215686,	0.396810864424,	0.0,	0.0
0.701960784314,	0.40474555581,	0.0,	0.0
0.705882352941,	0.412680247196,	0.0,	0.0
0.709803921569,	0.420614938582,	0.0,	0.0
0.713725490196,	0.428564888991,	0.0,	0.0
0.717647058824,	0.436499580377,	0.0,	0.0
0.721568627451,	0.444434271763,	0.0,	0.0
0.725490196078,	0.452368963149,	0.0,	0.0
0.729411764706,	0.460303654536,	0.0,	0.0
0.733333333333,	0.468238345922,	0.0,	0.0
0.737254901961,	0.476173037308,	0.0,	0.0
0.741176470588,	0.484107728695,	0.0,	0.0
0.745098039216,	0.492042420081,	0.0,	0.0
0.749019607843,	0.499992370489,	0.0,	0.0
0.752941176471,	0.499992370489,	0.0,	0.0
0.756862745098,	0.507927061875,	0.00793469138628,	0.00793469138628
0.760784313725,	0.515861753262,	0.0158693827726,	0.0158693827726
0.764705882353,	0.523796444648,	0.0238040741588,	0.0238040741588
0.76862745098,	0.531731136034,	0.0317387655451,	0.0317387655451
0.772549019608,	0.53966582742,	0.0396734569314,	0.0396734569314
0.776470588235,	0.547600518807,	0.0476081483177,	0.0476081483177
0.780392156863,	0.555535210193,	0.055542839704,	0.055542839704
0.78431372549,	0.563469901579,	0.0634775310903,	0.0634775310903
0.788235294118,	0.571419851987,	0.0714274814984,	0.0714274814984
0.792156862745,	0.579354543374,	0.0793621728847,	0.0793621728847
0.796078431373,	0.58728923476,	0.087296864271,	0.087296864271
0.8,	0.595223926146,	0.0952315556573,	0.0952315556573
0.803921568627,	0.603158617533,	0.103166247044,	0.103166247044
0.807843137255,	0.611093308919,	0.11110093843,	0.11110093843
0.811764705882,	0.619028000305,	0.119035629816,	0.119035629816
0.81568627451,	0.626962691691,	0.126970321202,	0.126970321202
0.819607843137,	0.634897383078,	0.134905012589,	0.134905012589
0.823529411765,	0.642847333486,	0.142854962997,	0.142854962997
0.827450980392,	0.650782024872,	0.150789654383,	0.150789654383
0.83137254902,	0.658716716258,	0.158724345769,	0.158724345769
0.835294117647,	0.666651407645,	0.166659037156,	0.166659037156
0.839215686275,	0.674586099031,	0.174593728542,	0.174593728542
0.843137254902,	0.682520790417,	0.182528419928,	0.182528419928
0.847058823529,	0.690455481804,	0.190463111315,	0.190463111315
0.850980392157,	0.69839017319,	0.198397802701,	0.198397802701
0.854901960784,	0.706324864576,	0.206332494087,	0.206332494087
0.858823529412,	0.714274814984,	0.214282444495,	0.214282444495
0.862745098039,	0.722209506371,	0.222217135882,	0.222217135882
0.866666666667,	0.730144197757,	0.230151827268,	0.230151827268
0.870588235294,	0.738078889143,	0.238086518654,	0.238086518654
0.874509803922,	0.746013580529,	0.24602121004,	0.24602121004
0.878431372549,	0.753948271916,	0.253955901427,	0.253955901427
0.882352941176,	0.761882963302,	0.261890592813,	0.261890592813
0.886274509804,	0.769817654688,	0.269825284199,	0.269825284199
0.890196078431,	0.777752346075,	0.277759975586,	0.277759975586
0.894117647059,	0.785702296483,	0.285709925994,	0.285709925994
0.898039215686,	0.793636987869,	0.29364461738,	0.29364461738
0.901960784314,	0.801571679255,	0.301579308766,	0.301579308766
0.905882352941,	0.809506370642,	0.309514000153,	0.309514000153
0.909803921569,	0.817441062028,	0.317448691539,	0.317448691539
0.913725490196,	0.825375753414,	0.325383382925,	0.325383382925
0.917647058824,	0.8333104448,	0.333318074311,	0.333318074311
0.921568627451,	0.841245136187,	0.341252765698,	0.341252765698
0.925490196078,	0.849179827573,	0.349187457084,	0.349187457084
0.929411764706,	0.857129777981,	0.357137407492,	0.357137407492
0.933333333333,	0.865064469368,	0.365072098878,	0.365072098878
0.937254901961,	0.872999160754,	0.373006790265,	0.373006790265
0.941176470588,	0.88093385214,	0.380941481651,	0.380941481651
0.945098039216,	0.888868543526,	0.388876173037,	0.388876173037
0.949019607843,	0.896803234913,	0.396810864424,	0.396810864424
0.952941176471,	0.904737926299,	0.40474555581,	0.40474555581
0.956862745098,	0.912672617685,	0.412680247196,	0.412680247196
0.960784313725,	0.920607309071,	0.420614938582,	0.420614938582
0.964705882353,	0.92855725948,	0.428564888991,	0.428564888991
0.96862745098,	0.936491950866,	0.436499580377,	0.436499580377
0.972549019608,	0.944426642252,	0.444434271763,	0.444434271763
0.976470588235,	0.952361333639,	0.452368963149,	0.452368963149
0.980392156863,	0.960296025025,	0.460303654536,	0.460303654536
0.98431372549,	0.968230716411,	0.468238345922,	0.468238345922
0.988235294118,	0.976165407797,	0.476173037308,	0.476173037308
0.992156862745,	0.984100099184,	0.484107728695,	0.484107728695
0.996078431373,	0.99203479057,	0.492042420081,	0.492042420081
1.0,	0.999984740978,	0.499992370489,	0.499992370489

